10,10,10,10,10,10,10,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
9002,10602,11262,11241,12767,14391,13460,14568,22014,29452,36907,39153,39929,37337,39834,45925,56631,67554,67946,66866,73148,75782,74736,74963,71596,74754,82956,88714,77299,72139,71812,64932,68008,77672,82158,81057,76032,85439,86656,82598
686,617,458,297,714,730,418,367,724,1028,1169,1201,362,152,-2933,542,1394,2220,1790,1218,167,153,1155,885,1638,1236,1263,3694,-989,-408,-2595,-4566,430,-1283,-1259,1477,732,4907,9162,5821
